"CENTRAL ELECTRICITY AUTHORITY",,,,,,,,,,
"OPERATION MONITORING DIVISION",,,,,,,,,,
"DAILY COAL REPORT",,,,,,,,,,
"Figures in 000 tonnes",,,,,,,,,,
"COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 03-Apr-2011 )",,,,,,,,,,
"Page 1 of2",,,,,,,,,,
,,,,,,,,,,
"REGION/","MODE OF","NAME OF","CAPACITY","NORMA","COAL","ACTUAL STOCK","CRITICAL","REASONS FOR",,
"75","RAIL","BAKRESWAR TPS",1050,25,17.3,140,8,,,
"76","RAIL","BANDEL TPS",450,20,4.9,32,6,"*","Less Receipt",
"77","RAIL","D.P.L. TPS",690,25,7.8,178,23,,,
"78","RAIL","KOLAGHAT TPS",1260,25,18.2,15,1,"*","**","Less Receipt"
"79","RAIL","SAGARDIGHI TPS",600,20,7.8,38,5,"*","Less import",
"80","RAIL","SANTALDIH TPS",730,20,6.4,48,8,,,
"81","RAIL","BUDGE BUDGE TPS",750,20,9.5,292,31,,,
"82","RAIL","NEW COSSIPORE TPS",160,20,1.3,23,17,,,
"83","RAIL","SOUTHERN REPL. TPS",135,20,2.3,50,22,,,
"84","RAIL","TITAGARH TPS",240,20,3.8,54,14,,,
"85","PITHEAD","FARAKKA STPS",2100,15,31.8,202,6,"*","Coal Transportation",
"TOTAL OF E.R.",21515,18,298.5,2833,9,8,4,,,
"ALL INDIA TOTAL",82442,22,1230,15308,12,28,10,,,
,,,,,,,,,,
"(*) Critical i.e. stock less than 7 days in",28,"TPSs","{Includes super critical also}",,,,,,,
"(**) Super Critical i.e. stock less than 4 days in",10,"TPSs",,,,,,,,
"CENTRAL ELECTRICITY AUTHORITY",,,,,,,,,,
"OPERATION MONITORING DIVISION",,,,,,,,,,
"DAILY COAL REPORT",,,,,,,,,,
"Figures in 000 tonnes",,,,,,,,,,
"COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 27-Apr-2011 )",,,,,,,,,,
"Page 1 of2",,,,,,,,,,
,,,,,,,,,,
"REGION/","MODE OF","NAME OF","CAPACITY","NORMA","COAL","ACTUAL STOCK","CRITICAL","REASONS FOR",,
"STATE","TRANSPORT","THERMAL","(MW)","TIVE","REQUIRE","CRITICAL COAL",,,,
"POWER","STOCK","MENT","IN",0,"IN","COAL STOCK","STOCK",,,
"STATION","Reqd.","IN '000","TONNES","DAYS",,,,,,
"(DAYS)","TONNES","<7","<4",,,,,,,
,,,,,,,,,,
"NORTHERN",,,,,,,,,,
"DELHI",,,,,,,,,,
"1","RAIL","RAJGHAT TPS",135,20,2.5,12,5,"*","Less Receipt",
"2","RAIL","BADARPUR TPS",705,30,12.7,208,16,,,
"HARYANA",,,,,,,,,,
"3","RAIL","PANIPAT TPS",1360,25,21.7,158,7,,,
"4","RAIL","YAMUNA NAGAR TPS",600,25,8.1,142,18,,,
"5","RAIL","RAJIV GANDHI TPS",1200,25,15.6,183,12,,,
"6","RAIL","INDIRA GANDHI STPP",500,25,6.9,187,27,,,
"PUNJAB",,,,,,,,,,
"7","RAIL","GH TPS (LEH.MOH.)",920,30,13,258,20,,,
"8","RAIL","ROPAR TPS",1260,25,20.2,477,24,,,
"9","RAIL","GND TPS(BHATINDA)",440,30,5.2,152,29,,,
"RAJASTHAN",,,,,,,,,,
"10","RAIL","KOTA TPS",1240,30,18.6,74,4,"*","Less import",
"11","RAIL","SURATGARH TPS",1500,30,20.8,215,10,,,
"12","RAIL","CHHABRA TPP",500,30,6.4,198,31,,,
"UTTAR PRADESH",,,,,,,,,,
"13","PITHEAD","ANPARA TPS",1630,15,25.4,343,13,,,
"14","RAIL","HARDUAGANJ TPS",220,25,2.8,95,34,,,
"15","RAIL","OBRA TPS",1372,20,13.9,268,19,,,
"16","RAIL","PANKI TPS",210,30,3.5,102,29,,,
"17","RAIL","PARICHHA TPS",640,30,9.2,279,30,,,
"18","RAIL","DADRI (NCTPP)",1820,30,26.6,139,5,"*","Less Receipt",
"19","PITHEAD","RIHAND STPS",2000,15,32.1,681,21,,,
"20","PITHEAD","SINGRAULI STPS",2000,15,32.6,728,22,,,
"21","RAIL","TANDA TPS",440,25,7.8,304,39,,,
"22","RAIL","UNCHAHAR TPS",1050,25,17.6,547,31,,,
"23","RAIL","ROSA TPP Ph-I",600,25,8.7,40,5,"*","No import",
"TOTAL OF N.R.",22342,24,331.9,5790,17,4,0,,,
"WESTERN",,,,,,,,,,
"CHHATTISGARH",,,,,,,,,,
"24","RAIL","DSPM TPS",500,15,8.7,105,12,,,
"25","PITHEAD","KORBA-II",440,15,8.7,145,17,,,
"26","PITHEAD","KORBA-WEST TPS",840,15,14.4,454,31,,,
"27","PITHEAD","KORBA STPS",2600,15,37.6,486,13,,,
"28","PITHEAD","SIPAT STPS",1000,20,17.3,645,37,,,
"29","RAIL","PATHADI TPP",600,15,8.7,187,22,,,
"30","RAIL","BHILAI TPS",500,25,7.8,65,8,,,
"GUJARAT",,,,,,,,,,
"31","RAIL","GANDHI NAGAR TPS",870,30,14.2,58,4,"*","Less Receipt",
"32","RAIL","UKAI TPS",850,30,12.1,16,1,"*","**","Higher Generation"
"33","RAIL","SIKKA REP. TPS",240,30,3.8,22,6,"*","Less Receipt",
"34","RAIL","WANAKBORI TPS",1470,30,22.5,101,4,"*","Less Receipt",
"35","RAIL","SABARMATI (C",400,30,6.4,58,9,,,
"STATION)",,,,,,,,,,
"MADHYA PRADESH",,,,,,,,,,
"36","PITHEAD","AMARKANTAK EXT TPS",450,15,5.2,165,32,,,
"37","RAIL","SANJAY GANDHI TPS",1340,20,18.5,18,1,"*","**","Less import"
"38","RAIL","SATPURA TPS",1142.5,20,17.9,85,5,"*","Less Receipt",
"39","PITHEAD","VINDHYACHAL STPS",3260,15,54,652,12,,,
"MAHARASHTRA",,,,,,,,,,
"40","RAIL","BHUSAWAL TPS",470,20,7.5,265,35,,,
"41","RAIL","CHANDRAPUR(MAHAR",2340,20,39,442,11,,,
"ASHTRA) STPS",,,,,,,,,,
"42","RAIL","KHAPARKHEDA TPS- II",840,25,15.6,13,1,"*","**","Less Receipt"
"Page 2 of2",,,,,,,,,,
,,,,,,,,,,
" REGION/","MODE OF","NAME OF","CAPACITY","NORMA","COAL","ACTUAL STOCK","CRITICAL","REASONS FOR",,
"STATE","TRANSPORT","THERMAL","(MW)","TIVE","REQUIRE","CRITICAL COAL",,,,
"POWER","STOCK","MENT","IN",0,"IN","COAL STOCK","STOCK",,,
"STATION","Reqd.","IN '000","TONNES","DAYS",,,,,,
"(DAYS)","TONNES","<7","<4",,,,,,,
,,,,,,,,,,
"43","RAIL","KORADI TPS",1040,25,13.9,273,20,,,
"44","RAIL","NASIK TPS",880,25,13.6,213,16,,,
"45","RAIL","PARLI TPS",1170,25,16.7,75,4,"*","Less Receipt",
"46","RAIL","PARAS TPS",555,25,7.5,105,14,,,
"47","RAIL","DAHANU TPS",500,25,9.2,24,3,"*","**","Less Receipt - SECL"
"48","RAIL","WARDHA WARORA",405,20,6.6,58,9,,,
"TOTAL OF W.R.",24702.5,21,387.4,4732,12,9,4,,,
"SOUTHERN",,,,,,,,,,
"ANDHRA PRADESH",,,,,,,,,,
"49","RAIL","Dr. N.TATA RAO TPS",1760,20,26,127,5,"*","Less Receipt",
"50","RAIL","KOTHAGUDEM TPS",1220,20,18.9,295,16,,,
"51","ROAD","RAMAGUNDEM - B TPS",62.5,20,1,10,10,,,
"52","RAIL","RAYALASEEMA TPS",1050,25,16.5,98,6,"*","Less Receipt",
"53","PITHEAD","RAMAGUNDEM STPS",2600,15,38.1,531,14,,,
"54","RAIL","SIMHADRI",1500,25,23.1,162,7,,,
"55","PITHEAD","KAKATIYA TPS",500,15,5.8,110,19,,,
"KARNATAKA",,,,,,,,,,
"56","RAIL","RAICHUR TPS",1720,30,25.1,405,16,,,
"57","RAIL","BELLARY TPS",500,20,8.7,52,6,"*","Less Receipt",
"TAMIL NADU",,,,,,,,,,
"58","INTER MODAL","ENNORE TPS",450,30,6.9,18,3,"*","**","Less Receipt"
"59","INTER MODAL","METTUR TPS",840,30,13.6,74,5,"*","Less Receipt",
"60","INTER MODAL","NORTH CHENNAI TPS",630,30,10.4,49,5,"*","Less Receipt",
"61","INTER MODAL","TUTICORIN TPS",1050,30,18.5,52,3,"*","**","Less Receipt"
"TOTAL OF S.R.",13882.5,23,212.6,1983,9,7,2,,,
"EASTERN",,,,,,,,,,
"BIHAR",,,,,,,,,,
"62","RAIL","BARAUNI TPS",310,20,1.2,16,14,,,
"63","RAIL","MUZAFFARPUR TPS",220,20,1.7,11,7,,,
"64","PITHEAD","KAHALGAON TPS",2340,15,40.4,8,0,"*","**","Coal Transportation"
"JHARKHAND",,,,,,,,,,
"65","RAIL","PATRATU TPS",770,20,2.9,89,31,,,
"66","ROAD","TENUGHAT TPS",420,20,4.6,54,12,,,
"67","RAIL","BOKARO `B` TPS",630,20,9,349,39,,,
"68","RAIL","CHANDRAPURA(DVC)",890,20,8.1,0,0,"*","**","Less Receipt"
"TPS",,,,,,,,,,
"ORISSA",,,,,,,,,,
"69","PITHEAD","IB VALLEY TPS",420,15,7.8,182,23,,,
"70","PITHEAD","TALCHER (OLD) TPS",470,15,8.7,249,29,,,
"71","PITHEAD","TALCHER STPS",3000,15,52,428,8,,,
"72","RAIL","STERLITE TPP",1200,20,17.3,60,3,"*","**","Less Receipt"
"WEST BENGAL",,,,,,,,,,
"73","RAIL","DURGAPUR TPS",340,20,4.8,311,65,,,
"74","RAIL","MEJIA TPS",2340,20,28.9,0,0,"*","**","Higher Trun around"
"time",,,,,,,,,,
"75","RAIL","BAKRESWAR TPS",1050,25,17.3,140,8,,,
"76","RAIL","BANDEL TPS",450,20,4.9,31,6,"*","Less Receipt",
"77","RAIL","D.P.L. TPS",690,25,7.8,178,23,,,
"78","RAIL","KOLAGHAT TPS",1260,25,18.2,24,1,"*","**","Less Receipt"
"79","RAIL","SAGARDIGHI TPS",600,20,7.8,35,4,"*","Less import",
"80","RAIL","SANTALDIH TPS",730,20,6.4,48,8,,,
"81","RAIL","BUDGE BUDGE TPS",750,20,9.5,222,23,,,
"82","RAIL","NEW COSSIPORE TPS",160,20,1.3,25,19,,,
"83","RAIL","SOUTHERN REPL. TPS",135,20,2.3,57,25,,,
"84","RAIL","TITAGARH TPS",240,20,3.8,59,16,,,
"85","PITHEAD","FARAKKA STPS",2100,15,31.8,215,7,,,
"TOTAL OF E.R.",21515,18,298.5,2791,9,7,5,,,
"ALL INDIA TOTAL",82442,22,1230,15296,12,27,11,,,
,,,,,,,,,,
"(*) Critical i.e. stock less than 7 days in",27,"TPSs","{Includes super critical also}",,,,,,,
"(**) Super Critical i.e. stock less than 4 days in",11,"TPSs",,,,,,,,
"CENTRAL ELECTRICITY AUTHORITY",,,,,,,,,,
"OPERATION MONITORING DIVISION",,,,,,,,,,
"DAILY COAL REPORT",,,,,,,,,,
"Figures in 000 tonnes",,,,,,,,,,
"COAL STOCKS POSITION AT VARIOUS THERMAL POWER STATIONS IN THE COUNTRY ( AS ON 28-Apr-2011 )",,,,,,,,,,
"Page 1 of2",,,,,,,,,,
,,,,,,,,,,
"REGION/","MODE OF","NAME OF","CAPACITY","NORMA","COAL","ACTUAL STOCK","CRITICAL","REASONS FOR",,
"STATE","TRANSPORT","THERMAL","(MW)","TIVE","REQUIRE","CRITICAL COAL",,,,
"POWER","STOCK","MENT","IN",0,"IN","COAL STOCK","STOCK",,,
"STATION","Reqd.","IN '000","TONNES","DAYS",,,,,,
"(DAYS)","TONNES","<7","<4",,,,,,,
,,,,,,,,,,
"NORTHERN",,,,,,,,,,
"DELHI",,,,,,,,,,
"1","RAIL","RAJGHAT TPS",135,20,2.5,11,4,"*","Less Receipt",
"2","RAIL","BADARPUR TPS",705,30,12.7,209,16,,,
"HARYANA",,,,,,,,,,
"3","RAIL","PANIPAT TPS",1360,25,21.7,164,8,,,
"4","RAIL","YAMUNA NAGAR TPS",600,25,8.1,148,18,,,
"5","RAIL","RAJIV GANDHI TPS",1200,25,15.6,178,11,,,
"6","RAIL","INDIRA GANDHI STPP",500,25,6.9,184,27,,,
"PUNJAB",,,,,,,,,,
"7","RAIL","GH TPS (LEH.MOH.)",920,30,13,263,20,,,
"8","RAIL","ROPAR TPS",1260,25,20.2,472,23,,,
"9","RAIL","GND TPS(BHATINDA)",440,30,5.2,152,29,,,
"RAJASTHAN",,,,,,,,,,
"10","RAIL","KOTA TPS",1240,30,18.6,72,4,"*","Less import",
"11","RAIL","SURATGARH TPS",1500,30,20.8,221,11,,,
"12","RAIL","CHHABRA TPP",500,30,6.4,202,32,,,
"UTTAR PRADESH",,,,,,,,,,
"13","PITHEAD","ANPARA TPS",1630,15,25.4,349,14,,,
"14","RAIL","HARDUAGANJ TPS",220,25,2.8,95,34,,,
"15","RAIL","OBRA TPS",1372,20,13.9,265,19,,,
"16","RAIL","PANKI TPS",210,30,3.5,102,29,,,
"17","RAIL","PARICHHA TPS",640,30,9.2,285,31,,,
"18","RAIL","DADRI (NCTPP)",1820,30,26.6,148,6,"*","Less Receipt",
"19","PITHEAD","RIHAND STPS",2000,15,32.1,689,21,,,
"20","PITHEAD","SINGRAULI STPS",2000,15,32.6,728,22,,,
"21","RAIL","TANDA TPS",440,25,7.8,302,39,,,
"22","RAIL","UNCHAHAR TPS",1050,25,17.6,555,31,,,
"23","RAIL","ROSA TPP Ph-I",600,25,8.7,36,4,"*","No import",
"TOTAL OF N.R.",22342,24,331.9,5829,18,4,0,,,
"WESTERN",,,,,,,,,,
"CHHATTISGARH",,,,,,,,,,
"24","RAIL","DSPM TPS",500,15,8.7,103,12,,,
"25","PITHEAD","KORBA-II",440,15,8.7,147,17,,,
"26","PITHEAD","KORBA-WEST TPS",840,15,14.4,454,31,,,
"27","PITHEAD","KORBA STPS",2600,15,37.6,487,13,,,
"28","PITHEAD","SIPAT STPS",1000,20,17.3,648,37,,,
"29","RAIL","PATHADI TPP",600,15,8.7,180,21,,,
"30","RAIL","BHILAI TPS",500,25,7.8,65,8,,,
"GUJARAT",,,,,,,,,,
"31","RAIL","GANDHI NAGAR TPS",870,30,14.2,61,4,"*","Less Receipt",
"32","RAIL","UKAI TPS",850,30,12.1,22,2,"*","**","Higher Generation"
"33","RAIL","SIKKA REP. TPS",240,30,3.8,22,6,"*","Less Receipt",
"34","RAIL","WANAKBORI TPS",1470,30,22.5,100,4,"*","Less Receipt",
"35","RAIL","SABARMATI (C",400,30,6.4,58,9,,,
"STATION)",,,,,,,,,,
"MADHYA PRADESH",,,,,,,,,,
"36","PITHEAD","AMARKANTAK EXT TPS",450,15,5.2,163,31,,,
"37","RAIL","SANJAY GANDHI TPS",1340,20,18.5,19,1,"*","**","Less import"
"38","RAIL","SATPURA TPS",1142.5,20,17.9,81,5,"*","Less Receipt",
"39","PITHEAD","VINDHYACHAL STPS",3260,15,54,658,12,,,
"MAHARASHTRA",,,,,,,,,,
"40","RAIL","BHUSAWAL TPS",470,20,7.5,267,36,,,
"41","RAIL","CHANDRAPUR(MAHAR",2340,20,39,440,11,,,
"ASHTRA) STPS",,,,,,,,,,
"42","RAIL","KHAPARKHEDA TPS- II",840,25,15.6,18,1,"*","**","Less Receipt"
"Page 2 of2",,,,,,,,,,
,,,,,,,,,,
" REGION/","MODE OF","NAME OF","CAPACITY","NORMA","COAL","ACTUAL STOCK","CRITICAL","REASONS FOR",,
"STATE","TRANSPORT","THERMAL","(MW)","TIVE","REQUIRE","CRITICAL COAL",,,,
"POWER","STOCK","MENT","IN",0,"IN","COAL STOCK","STOCK",,,
"STATION","Reqd.","IN '000","TONNES","DAYS",,,,,,
"(DAYS)","TONNES","<7","<4",,,,,,,
,,,,,,,,,,
"43","RAIL","KORADI TPS",1040,25,13.9,277,20,,,
"44","RAIL","NASIK TPS",880,25,13.6,210,16,,,
"45","RAIL","PARLI TPS",1170,25,16.7,71,4,"*","Less Receipt",
"46","RAIL","PARAS TPS",555,25,7.5,106,14,,,
"47","RAIL","DAHANU TPS",500,25,9.2,31,3,"*","**","Less Receipt - SECL"
"48","RAIL","WARDHA WARORA",405,20,6.6,59,9,,,
"TOTAL OF W.R.",24702.5,21,387.4,4747,12,9,4,,,
"SOUTHERN",,,,,,,,,,
"ANDHRA PRADESH",,,,,,,,,,
"49","RAIL","Dr. N.TATA RAO TPS",1760,20,26,127,5,"*","Less Receipt",
"50","RAIL","KOTHAGUDEM TPS",1220,20,18.9,291,15,,,
"51","ROAD","RAMAGUNDEM - B TPS",62.5,20,1,10,10,,,
"52","RAIL","RAYALASEEMA TPS",1050,25,16.5,95,6,"*","Less Receipt",
"53","PITHEAD","RAMAGUNDEM STPS",2600,15,38.1,534,14,,,
"54","RAIL","SIMHADRI",1500,25,23.1,163,7,,,
"55","PITHEAD","KAKATIYA TPS",500,15,5.8,111,19,,,
"KARNATAKA",,,,,,,,,,
"56","RAIL","RAICHUR TPS",1720,30,25.1,406,16,,,
"57","RAIL","BELLARY TPS",500,20,8.7,55,6,"*","Less Receipt",
"TAMIL NADU",,,,,,,,,,
"58","INTER MODAL","ENNORE TPS",450,30,6.9,19,3,"*","**","Less Receipt"
"59","INTER MODAL","METTUR TPS",840,30,13.6,78,6,"*","Less Receipt",
"60","INTER MODAL","NORTH CHENNAI TPS",630,30,10.4,51,5,"*","Less Receipt",
"61","INTER MODAL","TUTICORIN TPS",1050,30,18.5,59,3,"*","**","Less Receipt"
"TOTAL OF S.R.",13882.5,23,212.6,2000,9,7,2,,,
"EASTERN",,,,,,,,,,
"BIHAR",,,,,,,,,,
"62","RAIL","BARAUNI TPS",310,20,1.2,15,13,,,
"63","RAIL","MUZAFFARPUR TPS",220,20,1.7,8,5,"*","Less Receipt",
"64","PITHEAD","KAHALGAON TPS",2340,15,40.4,5,0,"*","**","Coal Transportation"
"JHARKHAND",,,,,,,,,,
"65","RAIL","PATRATU TPS",770,20,2.9,87,30,,,
"66","ROAD","TENUGHAT TPS",420,20,4.6,54,12,,,
"67","RAIL","BOKARO `B` TPS",630,20,9,348,39,,,
"68","RAIL","CHANDRAPURA(DVC)",890,20,8.1,0,0,"*","**","Less Receipt"
"TPS",,,,,,,,,,
"ORISSA",,,,,,,,,,
"69","PITHEAD","IB VALLEY TPS",420,15,7.8,186,24,,,
"70","PITHEAD","TALCHER (OLD) TPS",470,15,8.7,250,29,,,
"71","PITHEAD","TALCHER STPS",3000,15,52,432,8,,,
"72","RAIL","STERLITE TPP",1200,20,17.3,51,3,"*","**","Less Receipt"
"WEST BENGAL",,,,,,,,,,
"73","RAIL","DURGAPUR TPS",340,20,4.8,308,65,,,
"74","RAIL","MEJIA TPS",2340,20,28.9,0,0,"*","**","Higher Trun around"
"time",,,,,,,,,,
"75","RAIL","BAKRESWAR TPS",1050,25,17.3,144,8,,,
"76","RAIL","BANDEL TPS",450,20,4.9,29,6,"*","Less Receipt",
"77","RAIL","D.P.L. TPS",690,25,7.8,177,23,,,
"78","RAIL","KOLAGHAT TPS",1260,25,18.2,21,1,"*","**","Less Receipt"
"79","RAIL","SAGARDIGHI TPS",600,20,7.8,40,5,"*","Less import",
"80","RAIL","SANTALDIH TPS",730,20,6.4,47,7,,,
"81","RAIL","BUDGE BUDGE TPS",750,20,9.5,297,31,,,
"82","RAIL","NEW COSSIPORE TPS",160,20,1.3,24,18,,,
"83","RAIL","SOUTHERN REPL. TPS",135,20,2.3,55,24,,,
"84","RAIL","TITAGARH TPS",240,20,3.8,62,17,,,
"85","PITHEAD","FARAKKA STPS",2100,15,31.8,218,7,,,
"TOTAL OF E.R.",21515,18,298.5,2859,10,8,5,,,
"ALL INDIA TOTAL",82442,22,1230,15435,13,28,11,,,
,,,,,,,,,,
"(*) Critical i.e. stock less than 7 days in",28,"TPSs","{Includes super critical also}",,,,,,,
"(**) Super Critical i.e. stock less than 4 days in",11,"TPSs",,,,,,,,
"",,,,,,,,,,
