01-01-2011,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
19-03-2011,E. BBMB,Dulhasti-HPS,390,387,404,0,2.46,102,2.40,0.06
19-03-2011,F. NPC,,,,,,,,,
19-03-2011,F. NPC,Sewa-II HPS,120,122,126,127,3.00,125,2.93,0.07
19-03-2011,F. NPC,Parbati 3,520,,0,0,0.00,0,,0.00
19-03-2011,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
19-03-2011,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
19-03-2011,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
19-03-2011,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
19-03-2011,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
20-03-2011,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
20-03-2011,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
20-03-2011,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
20-03-2011,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
20-03-2011,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
20-03-2011,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
20-03-2011,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
20-03-2011,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
20-03-2011,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
20-03-2011,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
20-03-2011,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
20-03-2011,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
20-03-2011,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
20-03-2011,A. NTPC,Anta GPS,419,417,0,0,0.00,0,0.00,0.00
20-03-2011,B. NHPC,,,,,,,,,
20-03-2011,B. NHPC,Auraiya GPS,663,663,156,163,3.68,153,3.76,-0.08
20-03-2011,B. NHPC,Sub Total (A),11282,10049,7188,6084,156.45,6519,156.99,-0.54
20-03-2011,B. NHPC,NAPS,440,135,156,160,3.22,134,3.24,-0.02
20-03-2011,B. NHPC,RAPS- B,440,418,459,461,9.95,414,10.03,-0.09
20-03-2011,B. NHPC,RAPS- C,440,430,473,478,10.25,427,10.32,-0.07
20-03-2011,B. NHPC,Sub Total (B),1320,983,1088,1099,23.42,976,23.59,-0.18
20-03-2011,B. NHPC,Chamera I HPS,540,540,540,0,4.98,207,4.95,0.03
20-03-2011,B. NHPC,Chamera II HPS,300,300,302,0,2.05,86,2.00,0.05
20-03-2011,B. NHPC,Chamera III HPS,231,231,143,0,0.99,41,0.95,0.04
20-03-2011,B. NHPC,Bairasuil HPS,180,182,182,121,2.75,115,2.80,-0.04
20-03-2011,C. Nathpa Jhakri,C. Nathpa Jhakri,690,408,449,444,9.94,414,9.79,0.15
20-03-2011,D. Tehri,D. Tehri,94,0,0,0,0.00,0,0.00,0.00
20-03-2011,E. BBMB,,,,,,,,,
20-03-2011,E. BBMB,Uri-HPS,480,451,476,472,11.07,461,10.72,0.35
20-03-2011,E. BBMB,Uri-II HPS,180,180,187,187,4.46,186,4.32,0.14
20-03-2011,E. BBMB,Dhauliganga-HPS,280,0,0,0,0.00,0,0.00,0.00
20-03-2011,E. BBMB,Dulhasti-HPS,390,387,404,0,2.46,102,2.40,0.06
20-03-2011,F. NPC,,,,,,,,,
20-03-2011,F. NPC,Sewa-II HPS,120,122,126,127,3.00,125,2.93,0.07
20-03-2011,F. NPC,Parbati 3,520,,0,0,0.00,0,,0.00
20-03-2011,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
20-03-2011,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
20-03-2011,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
20-03-2011,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
20-03-2011,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
21-03-2011,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
21-03-2011,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
21-03-2011,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
21-03-2011,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
21-03-2011,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
21-03-2011,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
21-03-2011,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
21-03-2011,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
21-03-2011,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
21-03-2011,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
21-03-2011,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
21-03-2011,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
21-03-2011,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
21-03-2011,A. NTPC,Anta GPS,419,417,0,0,0.00,0,0.00,0.00
21-03-2011,B. NHPC,,,,,,,,,
21-03-2011,B. NHPC,Auraiya GPS,663,663,156,163,3.68,153,3.76,-0.08
21-03-2011,B. NHPC,Sub Total (A),11282,10049,7188,6084,156.45,6519,156.99,-0.54
21-03-2011,B. NHPC,NAPS,440,135,156,160,3.22,134,3.24,-0.02
21-03-2011,B. NHPC,RAPS- B,440,418,459,461,9.95,414,10.03,-0.09
21-03-2011,B. NHPC,RAPS- C,440,430,473,478,10.25,427,10.32,-0.07
21-03-2011,B. NHPC,Sub Total (B),1320,983,1088,1099,23.42,976,23.59,-0.18
21-03-2011,B. NHPC,Chamera I HPS,540,540,540,0,4.98,207,4.95,0.03
21-03-2011,B. NHPC,Chamera II HPS,300,300,302,0,2.05,86,2.00,0.05
21-03-2011,B. NHPC,Chamera III HPS,231,231,143,0,0.99,41,0.95,0.04
21-03-2011,B. NHPC,Bairasuil HPS,180,182,182,121,2.75,115,2.80,-0.04
21-03-2011,C. Nathpa Jhakri,C. Nathpa Jhakri,690,408,449,444,9.94,414,9.79,0.15
21-03-2011,D. Tehri,D. Tehri,94,0,0,0,0.00,0,0.00,0.00
21-03-2011,E. BBMB,,,,,,,,,
21-03-2011,E. BBMB,Uri-HPS,480,451,476,472,11.07,461,10.72,0.35
21-03-2011,E. BBMB,Uri-II HPS,180,180,187,187,4.46,186,4.32,0.14
21-03-2011,E. BBMB,Dhauliganga-HPS,280,0,0,0,0.00,0,0.00,0.00
21-03-2011,E. BBMB,Dulhasti-HPS,390,387,404,0,2.46,102,2.40,0.06
21-03-2011,F. NPC,,,,,,,,,
21-03-2011,F. NPC,Sewa-II HPS,120,122,126,127,3.00,125,2.93,0.07
21-03-2011,F. NPC,Parbati 3,520,,0,0,0.00,0,,0.00
21-03-2011,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
21-03-2011,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
21-03-2011,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
21-03-2011,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
21-03-2011,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
22-03-2011,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
22-03-2011,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
22-03-2011,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
22-03-2011,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
22-03-2011,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
22-03-2011,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
22-03-2011,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
22-03-2011,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
22-03-2011,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
22-03-2011,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
22-03-2011,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
22-03-2011,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
22-03-2011,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
22-03-2011,A. NTPC,Anta GPS,419,417,0,0,0.00,0,0.00,0.00
22-03-2011,B. NHPC,,,,,,,,,
22-03-2011,B. NHPC,Auraiya GPS,663,663,156,163,3.68,153,3.76,-0.08
22-03-2011,B. NHPC,Sub Total (A),11282,10049,7188,6084,156.45,6519,156.99,-0.54
22-03-2011,B. NHPC,NAPS,440,135,156,160,3.22,134,3.24,-0.02
22-03-2011,B. NHPC,RAPS- B,440,418,459,461,9.95,414,10.03,-0.09
22-03-2011,B. NHPC,RAPS- C,440,430,473,478,10.25,427,10.32,-0.07
22-03-2011,B. NHPC,Sub Total (B),1320,983,1088,1099,23.42,976,23.59,-0.18
22-03-2011,B. NHPC,Chamera I HPS,540,540,540,0,4.98,207,4.95,0.03
22-03-2011,B. NHPC,Chamera II HPS,300,300,302,0,2.05,86,2.00,0.05
22-03-2011,B. NHPC,Chamera III HPS,231,231,143,0,0.99,41,0.95,0.04
22-03-2011,B. NHPC,Bairasuil HPS,180,182,182,121,2.75,115,2.80,-0.04
22-03-2011,C. Nathpa Jhakri,C. Nathpa Jhakri,690,408,449,444,9.94,414,9.79,0.15
22-03-2011,D. Tehri,D. Tehri,94,0,0,0,0.00,0,0.00,0.00
22-03-2011,E. BBMB,,,,,,,,,
22-03-2011,E. BBMB,Uri-HPS,480,451,476,472,11.07,461,10.72,0.35
22-03-2011,E. BBMB,Uri-II HPS,180,180,187,187,4.46,186,4.32,0.14
22-03-2011,E. BBMB,Dhauliganga-HPS,280,0,0,0,0.00,0,0.00,0.00
22-03-2011,E. BBMB,Dulhasti-HPS,390,387,404,0,2.46,102,2.40,0.06
22-03-2011,F. NPC,,,,,,,,,
22-03-2011,F. NPC,Sewa-II HPS,120,122,126,127,3.00,125,2.93,0.07
22-03-2011,F. NPC,Parbati 3,520,,0,0,0.00,0,,0.00
22-03-2011,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
22-03-2011,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
22-03-2011,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
22-03-2011,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
22-03-2011,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
23-03-2011,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
23-03-2011,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
23-03-2011,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
23-03-2011,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
23-03-2011,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
23-03-2011,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
23-03-2011,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
23-03-2011,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
23-03-2011,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
23-03-2011,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
23-03-2011,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
23-03-2011,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
23-03-2011,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
23-03-2011,A. NTPC,Anta GPS,419,417,0,0,0.00,0,0.00,0.00
23-03-2011,B. NHPC,,,,,,,,,
23-03-2011,B. NHPC,Auraiya GPS,663,663,156,163,3.68,153,3.76,-0.08
23-03-2011,B. NHPC,Sub Total (A),11282,10049,7188,6084,156.45,6519,156.99,-0.54
23-03-2011,B. NHPC,NAPS,440,135,156,160,3.22,134,3.24,-0.02
23-03-2011,B. NHPC,RAPS- B,440,418,459,461,9.95,414,10.03,-0.09
23-03-2011,B. NHPC,RAPS- C,440,430,473,478,10.25,427,10.32,-0.07
23-03-2011,B. NHPC,Sub Total (B),1320,983,1088,1099,23.42,976,23.59,-0.18
23-03-2011,B. NHPC,Chamera I HPS,540,540,540,0,4.98,207,4.95,0.03
23-03-2011,B. NHPC,Chamera II HPS,300,300,302,0,2.05,86,2.00,0.05
23-03-2011,B. NHPC,Chamera III HPS,231,231,143,0,0.99,41,0.95,0.04
23-03-2011,B. NHPC,Bairasuil HPS,180,182,182,121,2.75,115,2.80,-0.04
23-03-2011,C. Nathpa Jhakri,C. Nathpa Jhakri,690,408,449,444,9.94,414,9.79,0.15
23-03-2011,D. Tehri,D. Tehri,94,0,0,0,0.00,0,0.00,0.00
23-03-2011,E. BBMB,,,,,,,,,
23-03-2011,E. BBMB,Uri-HPS,480,451,476,472,11.07,461,10.72,0.35
23-03-2011,E. BBMB,Uri-II HPS,180,180,187,187,4.46,186,4.32,0.14
23-03-2011,E. BBMB,Dhauliganga-HPS,280,0,0,0,0.00,0,0.00,0.00
23-03-2011,E. BBMB,Dulhasti-HPS,390,387,404,0,2.46,102,2.40,0.06
23-03-2011,F. NPC,,,,,,,,,
23-03-2011,F. NPC,Sewa-II HPS,120,122,126,127,3.00,125,2.93,0.07
23-03-2011,F. NPC,Parbati 3,520,,0,0,0.00,0,,0.00
23-03-2011,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
23-03-2011,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
23-03-2011,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
23-03-2011,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
23-03-2011,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
24-03-2011,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
24-03-2011,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
24-03-2011,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
24-03-2011,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
24-03-2011,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
24-03-2011,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
24-03-2011,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
24-03-2011,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
24-03-2011,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
24-03-2011,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
24-03-2011,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
24-03-2011,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
24-03-2011,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
24-03-2011,A. NTPC,Anta GPS,419,417,0,0,0.00,0,0.00,0.00
24-03-2011,B. NHPC,,,,,,,,,
24-03-2011,B. NHPC,Auraiya GPS,663,663,156,163,3.68,153,3.76,-0.08
24-03-2011,B. NHPC,Sub Total (A),11282,10049,7188,6084,156.45,6519,156.99,-0.54
24-03-2011,B. NHPC,NAPS,440,135,156,160,3.22,134,3.24,-0.02
24-03-2011,B. NHPC,RAPS- B,440,418,459,461,9.95,414,10.03,-0.09
24-03-2011,B. NHPC,RAPS- C,440,430,473,478,10.25,427,10.32,-0.07
24-03-2011,B. NHPC,Sub Total (B),1320,983,1088,1099,23.42,976,23.59,-0.18
24-03-2011,B. NHPC,Chamera I HPS,540,540,540,0,4.98,207,4.95,0.03
24-03-2011,B. NHPC,Chamera II HPS,300,300,302,0,2.05,86,2.00,0.05
24-03-2011,B. NHPC,Chamera III HPS,231,231,143,0,0.99,41,0.95,0.04
24-03-2011,B. NHPC,Bairasuil HPS,180,182,182,121,2.75,115,2.80,-0.04
24-03-2011,C. Nathpa Jhakri,C. Nathpa Jhakri,690,408,449,444,9.94,414,9.79,0.15
24-03-2011,D. Tehri,D. Tehri,94,0,0,0,0.00,0,0.00,0.00
24-03-2011,E. BBMB,,,,,,,,,
24-03-2011,E. BBMB,Uri-HPS,480,451,476,472,11.07,461,10.72,0.35
24-03-2011,E. BBMB,Uri-II HPS,180,180,187,187,4.46,186,4.32,0.14
24-03-2011,E. BBMB,Dhauliganga-HPS,280,0,0,0,0.00,0,0.00,0.00
24-03-2011,E. BBMB,Dulhasti-HPS,390,387,404,0,2.46,102,2.40,0.06
24-03-2011,F. NPC,,,,,,,,,
24-03-2011,F. NPC,Sewa-II HPS,120,122,126,127,3.00,125,2.93,0.07
24-03-2011,F. NPC,Parbati 3,520,,0,0,0.00,0,,0.00
24-03-2011,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
24-03-2011,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
24-03-2011,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
24-03-2011,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
24-03-2011,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
25-03-2011,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
25-03-2011,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
25-03-2011,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
25-03-2011,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
25-03-2011,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
25-03-2011,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
25-03-2011,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
25-03-2011,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
25-03-2011,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
25-03-2011,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
25-03-2011,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
25-03-2011,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
25-03-2011,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
25-03-2011,A. NTPC,Anta GPS,419,417,0,0,0.00,0,0.00,0.00
25-03-2011,B. NHPC,,,,,,,,,
25-03-2011,B. NHPC,Auraiya GPS,663,663,156,163,3.68,153,3.76,-0.08
25-03-2011,B. NHPC,Sub Total (A),11282,10049,7188,6084,156.45,6519,156.99,-0.54
25-03-2011,B. NHPC,NAPS,440,135,156,160,3.22,134,3.24,-0.02
25-03-2011,B. NHPC,RAPS- B,440,418,459,461,9.95,414,10.03,-0.09
25-03-2011,B. NHPC,RAPS- C,440,430,473,478,10.25,427,10.32,-0.07
25-03-2011,B. NHPC,Sub Total (B),1320,983,1088,1099,23.42,976,23.59,-0.18
25-03-2011,B. NHPC,Chamera I HPS,540,540,540,0,4.98,207,4.95,0.03
25-03-2011,B. NHPC,Chamera II HPS,300,300,302,0,2.05,86,2.00,0.05
25-03-2011,B. NHPC,Chamera III HPS,231,231,143,0,0.99,41,0.95,0.04
25-03-2011,B. NHPC,Bairasuil HPS,180,182,182,121,2.75,115,2.80,-0.04
25-03-2011,C. Nathpa Jhakri,C. Nathpa Jhakri,690,408,449,444,9.94,414,9.79,0.15
25-03-2011,D. Tehri,D. Tehri,94,0,0,0,0.00,0,0.00,0.00
25-03-2011,E. BBMB,,,,,,,,,
25-03-2011,E. BBMB,Uri-HPS,480,451,476,472,11.07,461,10.72,0.35
25-03-2011,E. BBMB,Uri-II HPS,180,180,187,187,4.46,186,4.32,0.14
25-03-2011,E. BBMB,Dhauliganga-HPS,280,0,0,0,0.00,0,0.00,0.00
25-03-2011,E. BBMB,Dulhasti-HPS,390,387,404,0,2.46,102,2.40,0.06
25-03-2011,F. NPC,,,,,,,,,
25-03-2011,F. NPC,Sewa-II HPS,120,122,126,127,3.00,125,2.93,0.07
25-03-2011,F. NPC,Parbati 3,520,,0,0,0.00,0,,0.00
25-03-2011,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
25-03-2011,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
25-03-2011,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
25-03-2011,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
25-03-2011,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
26-03-2011,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
26-03-2011,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
26-03-2011,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
26-03-2011,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
26-03-2011,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
26-03-2011,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
26-03-2011,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
26-03-2011,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
26-03-2011,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
26-03-2011,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
26-03-2011,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
26-03-2011,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
26-03-2011,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
26-03-2011,A. NTPC,Anta GPS,419,417,0,0,0.00,0,0.00,0.00
26-03-2011,B. NHPC,,,,,,,,,
26-03-2011,B. NHPC,Auraiya GPS,663,663,156,163,3.68,153,3.76,-0.08
26-03-2011,B. NHPC,Sub Total (A),11282,10049,7188,6084,156.45,6519,156.99,-0.54
26-03-2011,B. NHPC,NAPS,440,135,156,160,3.22,134,3.24,-0.02
26-03-2011,B. NHPC,RAPS- B,440,418,459,461,9.95,414,10.03,-0.09
26-03-2011,B. NHPC,RAPS- C,440,430,473,478,10.25,427,10.32,-0.07
26-03-2011,B. NHPC,Sub Total (B),1320,983,1088,1099,23.42,976,23.59,-0.18
26-03-2011,B. NHPC,Chamera I HPS,540,540,540,0,4.98,207,4.95,0.03
26-03-2011,B. NHPC,Chamera II HPS,300,300,302,0,2.05,86,2.00,0.05
26-03-2011,B. NHPC,Chamera III HPS,231,231,143,0,0.99,41,0.95,0.04
26-03-2011,B. NHPC,Bairasuil HPS,180,182,182,121,2.75,115,2.80,-0.04
26-03-2011,C. Nathpa Jhakri,C. Nathpa Jhakri,690,408,449,444,9.94,414,9.79,0.15
26-03-2011,D. Tehri,D. Tehri,94,0,0,0,0.00,0,0.00,0.00
26-03-2011,E. BBMB,,,,,,,,,
26-03-2011,E. BBMB,Uri-HPS,480,451,476,472,11.07,461,10.72,0.35
26-03-2011,E. BBMB,Uri-II HPS,180,180,187,187,4.46,186,4.32,0.14
26-03-2011,E. BBMB,Dhauliganga-HPS,280,0,0,0,0.00,0,0.00,0.00
26-03-2011,E. BBMB,Dulhasti-HPS,390,387,404,0,2.46,102,2.40,0.06
26-03-2011,F. NPC,,,,,,,,,
26-03-2011,F. NPC,Sewa-II HPS,120,122,126,127,3.00,125,2.93,0.07
26-03-2011,F. NPC,Parbati 3,520,,0,0,0.00,0,,0.00
26-03-2011,F. NPC,Sub Total (C),4005,2800,2809,1351,42,1738,41,1
26-03-2011,F. NPC,Nathpa Jhakri,1500,1605,720,150,6.46,269,6.44,0.01
26-03-2011,G. AD HYDRO,G. AD HYDRO,1500,1605,720,150,6.46,269,6.44,0.01
26-03-2011,H. NLC,Tehri HPS,1000,624,631,0,7.56,315,7.50,0.06
26-03-2011,I. Total Central (A-F),I. Total Central (A-F),400,125,301,0,3.02,126,3.00,0.02
27-03-2011,A. NTPC,Station/Constituents,Installed Capacity,Declared Capacity (MW),Peak MW,Off Peak MW,Energy (MU),Average (MW),Schedule,UI
27-03-2011,A. NTPC,Station/Constituents,Effective(MW),Declared Capacity (MW),(Gross),(Gross),(Net MU),Sentout(MW),Net MU,Net MU
27-03-2011,A. NTPC,Singrauli STPS,2000,1430,1550,1375,33.87,1411,33.56,0.30
27-03-2011,A. NTPC,Rihand I STPS,1000,945,896,735,20.22,842,19.99,0.23
27-03-2011,A. NTPC,Rihand II STPS,1000,975,917,746,20.77,866,20.49,0.28
27-03-2011,A. NTPC,Rihand III STPS,1000,478,499,407,10.63,443,10.28,0.35
27-03-2011,A. NTPC,Dadri I STPS,840,815,705,597,14.96,624,15.52,-0.55
27-03-2011,A. NTPC,Dadri II STPS,980,980,871,724,19.14,797,19.81,-0.67
27-03-2011,A. NTPC,Unchahar I TPS,420,408,430,323,8.14,339,8.15,-0.01
27-03-2011,A. NTPC,Unchahar II TPS,420,406,406,311,7.64,318,7.65,-0.01
27-03-2011,A. NTPC,Unchahar III TPS,210,203,188,156,3.75,156,3.76,-0.01
27-03-2011,A. NTPC,ISTPP (Jhajjhar),1500,1500,377,344,9.14,381,9.28,-0.14
27-03-2011,A. NTPC,Dadri GPS,830,830,193,203,4.52,188,4.75,-0.24
